cluster_id,gaia_name,radius_deg,disp_p02_3,disp_p15_9,disp_p50,disp_p84_1,disp_p97_7,rot_p02_3,rot_p15_9,rot_p50,rot_p84_1,rot_p97_7,rot_extra,source_file
NGC5024,NGC_5024_M_53,0.03,0.0493586,0.0529784,0.0575383,0.0628516,0.0679774,-0.00144823,0.00459898,0.0115016,0.0182701,0.0250856,0.0134231,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.0333333,0.0477542,0.0514264,0.0558243,0.0613744,0.0667281,-0.00104318,0.00536458,0.0124772,0.0195541,0.026677,0.0140281,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.0366667,0.0462645,0.0500074,0.0543772,0.0601729,0.0653818,-0.000477806,0.00598137,0.0132943,0.0204707,0.0277503,0.0144796,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.04,0.044973,0.0487338,0.0530463,0.0588264,0.0639017,-2.7371e-06,0.00671681,0.0141498,0.0212841,0.0284851,0.0147968,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.0433333,0.0438168,0.0475855,0.0517731,0.0574462,0.0622396,0.000608853,0.00745996,0.0148198,0.021893,0.0289748,0.0149987,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.0466667,0.0426204,0.046448,0.050481,0.0557614,0.0607939,0.00142456,0.0082766,0.0153997,0.0223984,0.0295178,0.0151032,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.05,0.041554,0.0454316,0.0493461,0.0539471,0.0593057,0.0024558,0.00885084,0.0158885,0.022682,0.0297145,0.0151266,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.0533333,0.0404034,0.044393,0.0481414,0.0523137,0.0577707,0.0029597,0.00948886,0.0162686,0.0229283,0.0298638,0.0150835,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.0566667,0.0391445,0.04327,0.0470022,0.0509696,0.0561867,0.00341462,0.00984599,0.0164858,0.0229927,0.0298817,0.0149864,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.06,0.0380095,0.041883,0.0457435,0.0497844,0.0546434,0.00354621,0.0100914,0.0166285,0.0233082,0.0302924,0.0148464,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.0633333,0.0365007,0.0406469,0.0447339,0.0488947,0.0536244,0.00324721,0.0101813,0.0166974,0.0235949,0.0305835,0.0146726,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.0666667,0.0346749,0.0391861,0.0437486,0.0480935,0.0525543,0.00309434,0.0101159,0.0166952,0.0236839,0.0308435,0.0144727,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.07,0.0329113,0.0379624,0.0428206,0.0473881,0.0514202,0.0030602,0.00975031,0.0166091,0.0237858,0.030849,0.0142532,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.0733333,0.0311804,0.0367694,0.041953,0.0467351,0.0507957,0.00254819,0.00937006,0.0165335,0.0240113,0.0315898,0.0140195,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.0766667,0.0298813,0.0357882,0.0411886,0.046119,0.0502107,0.00174829,0.00870927,0.0163306,0.0241623,0.0318603,0.0137757,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.08,0.0289735,0.0349428,0.0404817,0.0454079,0.0494543,0.00113596,0.00824114,0.0160708,0.0242234,0.0320258,0.0135255,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.0833333,0.0280833,0.0340354,0.03962,0.0447023,0.0489482,0.000481524,0.00780387,0.0157746,0.0240156,0.0319944,0.0132717,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.0866667,0.0271101,0.03328,0.0387937,0.0440534,0.0482428,4.25989e-05,0.00745702,0.0153959,0.0238947,0.0316703,0.0130167,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.09,0.0260376,0.0324888,0.0381168,0.0433087,0.047676,-0.000531235,0.00696371,0.0149065,0.0235801,0.0312145,0.0127621,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.0933333,0.0253296,0.0317376,0.0373102,0.0424893,0.047068,-0.00125565,0.00661861,0.014426,0.0229339,0.0307714,0.0125095,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.0966667,0.0245933,0.0310628,0.0365845,0.0417481,0.0465463,-0.00192581,0.00615308,0.0140354,0.022482,0.0302803,0.01226,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.1,0.0238771,0.0302826,0.0357695,0.0411007,0.046032,-0.00254015,0.00564597,0.0134995,0.0220695,0.0298539,0.0120144,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.103333,0.0229969,0.0293707,0.0350998,0.0404869,0.0456026,-0.00296777,0.00512177,0.0130339,0.0213261,0.0293407,0.0117734,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.106667,0.0219718,0.028536,0.0344634,0.0399311,0.0452268,-0.00318123,0.00461818,0.0125025,0.0207517,0.0287578,0.0115376,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.11,0.020833,0.0277069,0.0338562,0.0393004,0.0448216,-0.00423828,0.00384267,0.0118461,0.0203089,0.0284638,0.0113072,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.113333,0.0197583,0.0267952,0.0332509,0.0388205,0.0444413,-0.00507617,0.00290771,0.0112301,0.0199013,0.0281052,0.0110824,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.116667,0.0184649,0.0258738,0.0326757,0.0384031,0.0441063,-0.00626023,0.00203234,0.0106966,0.0195546,0.0282805,0.0108635,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.12,0.0169448,0.0249842,0.032031,0.0380127,0.0438879,-0.00773568,0.0010705,0.0102182,0.0191368,0.0281648,0.0106504,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.123333,0.0156054,0.0242046,0.0315041,0.0375854,0.043757,-0.00900441,0.000137758,0.00945641,0.0186606,0.0281211,0.0104433,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.126667,0.0144458,0.0235407,0.030946,0.0371831,0.0432726,-0.0104518,-0.00098262,0.00879781,0.0183419,0.0279751,0.010242,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.13,0.0138465,0.0228795,0.0304417,0.0367508,0.0429631,-0.0119157,-0.00193987,0.00821761,0.0180486,0.0278316,0.0100465,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.133333,0.013391,0.0222646,0.02995,0.0364252,0.04258,-0.0131163,-0.00305571,0.00761567,0.0177169,0.0279698,0.00985676,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.136667,0.0126051,0.0218225,0.0294494,0.0359467,0.0421745,-0.0140728,-0.00386061,0.00700244,0.0173792,0.027658,0.00967261,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.14,0.0119719,0.0213572,0.0289835,0.035528,0.0419238,-0.0148926,-0.00472825,0.00638991,0.0168948,0.0272614,0.00949393,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.143333,0.0115476,0.0207261,0.0284894,0.0350861,0.0415918,-0.0159758,-0.00538898,0.0058134,0.0163498,0.0269431,0.00932058,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.146667,0.0111767,0.0201677,0.0278524,0.0345968,0.0411663,-0.0166955,-0.00575535,0.00518046,0.0159591,0.0266954,0.00915242,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.15,0.0106739,0.0195524,0.0273103,0.0340889,0.0408285,-0.0171032,-0.00625888,0.00455837,0.0156378,0.0260553,0.00898929,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.153333,0.0100459,0.0189456,0.0268167,0.0336165,0.0403439,-0.0176094,-0.00682609,0.00410537,0.0150516,0.0250424,0.00883103,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.156667,0.00953411,0.0184912,0.0263201,0.0331736,0.0398788,-0.0180523,-0.00738975,0.00338852,0.0144567,0.0246115,0.00867749,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.16,0.00904524,0.0179298,0.0258008,0.0327573,0.0394601,-0.0186626,-0.0079496,0.00271687,0.0138352,0.0239734,0.00852852,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.163333,0.00840512,0.0174157,0.0252905,0.032264,0.0389403,-0.0195179,-0.00836503,0.00211225,0.0133567,0.0236491,0.00838394,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.166667,0.00802481,0.0167926,0.0247328,0.0319118,0.0383671,-0.0203414,-0.00882228,0.00176775,0.0128687,0.0237465,0.00824363,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.17,0.00761136,0.0161933,0.0241236,0.0314064,0.0379441,-0.0208199,-0.00928161,0.00133039,0.0123377,0.0233026,0.00810741,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.173333,0.00710259,0.0157028,0.0236137,0.0309655,0.0374294,-0.0214107,-0.00980937,0.000798104,0.0117321,0.0231541,0.00797515,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.176667,0.00667767,0.015234,0.0230195,0.0305323,0.0369667,-0.0222428,-0.0103466,0.000275895,0.0112319,0.0227661,0.00784672,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.18,0.00626162,0.0146687,0.0224601,0.0301167,0.0364567,-0.0221259,-0.0108493,-0.000120029,0.010953,0.0226939,0.00772195,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.183333,0.00586648,0.0141493,0.0218375,0.0297425,0.0359467,-0.0223692,-0.0116152,-0.000589319,0.0104308,0.0231981,0.00760074,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.186667,0.00545571,0.0135998,0.0213289,0.0293508,0.0355934,-0.0234871,-0.0124101,-0.00109045,0.0104507,0.0234173,0.00748294,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.19,0.00507219,0.0130525,0.020705,0.0289705,0.0353024,-0.0246483,-0.013055,-0.00167677,0.0104526,0.0234363,0.00736844,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.193333,0.00482275,0.0125192,0.0202373,0.0286197,0.0348957,-0.025465,-0.0138533,-0.00212794,0.0102212,0.0236654,0.0072571,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.196667,0.00449655,0.0119798,0.0196557,0.0282524,0.0346001,-0.0263387,-0.0149033,-0.00263459,0.0102396,0.0241631,0.00714883,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.2,0.00423034,0.0114863,0.0191336,0.0278706,0.0343795,-0.0273781,-0.0159001,-0.00281254,0.0105118,0.0243779,0.0070435,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.203333,0.00397577,0.0108297,0.0185865,0.0274968,0.0340514,-0.029133,-0.0168736,-0.00321246,0.0105955,0.0250663,0.00694101,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.206667,0.00373535,0.0103129,0.0181756,0.0271881,0.033746,-0.030507,-0.017545,-0.00363065,0.0108373,0.0255484,0.00684126,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.21,0.00349896,0.00989565,0.0177276,0.0268615,0.0334867,-0.0322606,-0.0183944,-0.00408144,0.0109911,0.0262199,0.00674415,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.213333,0.00331574,0.00943089,0.0172743,0.0265953,0.0333726,-0.0337917,-0.0192513,-0.00433618,0.0113588,0.0273783,0.00664958,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.216667,0.00316757,0.00894577,0.016929,0.0262725,0.0332219,-0.0354036,-0.0200008,-0.00454579,0.0116603,0.0282358,0.00655747,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.22,0.0029879,0.00843144,0.0166186,0.0260512,0.0331702,-0.0370662,-0.0208105,-0.00474471,0.0121147,0.0297338,0.00646773,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.223333,0.0027459,0.00781806,0.0162133,0.0258318,0.0329823,-0.038461,-0.0217783,-0.00509989,0.0126592,0.030427,0.00638027,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.226667,0.00267568,0.00736928,0.0159397,0.0257112,0.0327428,-0.0400062,-0.0225961,-0.00525738,0.0131406,0.0315533,0.00629501,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.23,0.00254622,0.0069322,0.0156257,0.0255119,0.032615,-0.0412813,-0.0233551,-0.00544923,0.0137215,0.0323709,0.00621189,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.233333,0.00236351,0.00648594,0.0153,0.0253568,0.0325964,-0.0424724,-0.0240134,-0.00544172,0.0140203,0.0330188,0.00613082,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.236667,0.00210079,0.00614103,0.0150332,0.0251892,0.0325611,-0.0437576,-0.0245965,-0.00564724,0.0144742,0.0339657,0.00605173,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.24,0.00188713,0.00584453,0.0148127,0.0249352,0.0325319,-0.0450044,-0.0252787,-0.00587826,0.0149034,0.0346487,0.00597456,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.243333,0.00161666,0.00562713,0.0146535,0.0247701,0.0324405,-0.04593,-0.0258728,-0.00605128,0.015178,0.0355535,0.00589924,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.246667,0.00144674,0.00537299,0.0145725,0.0246826,0.0323669,-0.0470222,-0.0263024,-0.00626079,0.0155354,0.0362841,0.00582571,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.25,0.00122597,0.0051039,0.01445,0.024617,0.032237,-0.0478706,-0.0268889,-0.00639794,0.0159079,0.0367029,0.00575391,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.253333,0.0010616,0.00491278,0.0143323,0.0245538,0.0321913,-0.0484489,-0.0274101,-0.00652866,0.0162739,0.037015,0.00568379,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.256667,0.000966582,0.00481602,0.0143266,0.0245098,0.0321195,-0.0488736,-0.0276975,-0.00649518,0.0165363,0.0372454,0.00561528,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.26,0.000891634,0.00476529,0.0142867,0.0244858,0.0321061,-0.0491436,-0.0278707,-0.00648011,0.016612,0.0373891,0.00554834,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.263333,0.000882016,0.00473459,0.0142615,0.0244708,0.0321031,-0.0492664,-0.0279122,-0.0064623,0.0166655,0.0374409,0.00548291,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.266667,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00541895,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.27,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00535641,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.273333,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00529525,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.276667,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00523542,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.28,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00517688,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.283333,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00511959,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.286667,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00506351,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.29,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00500861,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.293333,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00495485,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.296667,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.0049022,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.3,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00485063,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.303333,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00480009,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.306667,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00475057,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.31,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00470203,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.313333,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00465445,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.316667,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.0046078,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.32,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00456205,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.323333,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00451717,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.326667,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00447315,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.33,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00442996,profiles/NGC_5024_M_53.txt
NGC5024,NGC_5024_M_53,0.333333,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00438757,profiles/NGC_5024_M_53.txt
NGC5053,NGC_5053,0.0,0.0135441,0.0180208,0.0222286,0.0284111,0.0371256,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.0025,0.0131397,0.0176582,0.0218657,0.0279786,0.036483,-0.00128693,0.000522429,0.00217455,0.00390786,0.00558143,0.00343173,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.005,0.0127383,0.0171129,0.021459,0.0274377,0.035803,-0.00250872,0.00106033,0.00430315,0.00772411,0.0110248,0.00670591,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.0075,0.012082,0.0165036,0.021053,0.0269436,0.0354843,-0.00359877,0.00159009,0.00634458,0.0113708,0.0161709,0.00968822,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.01,0.0116432,0.0160038,0.0205837,0.0264185,0.0349192,-0.00450491,0.0021283,0.00827647,0.0147611,0.0209236,0.0122839,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.0125,0.0109447,0.0155342,0.0201541,0.0260784,0.0345218,-0.00510461,0.00270745,0.0100126,0.0177101,0.0249851,0.0144439,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.015,0.0103022,0.014863,0.0197458,0.0256921,0.0340714,-0.00545881,0.00329554,0.0115801,0.0203392,0.0285187,0.0161608,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.0175,0.00951132,0.0142508,0.0193847,0.02535,0.0337334,-0.00556619,0.0040065,0.0129474,0.0224159,0.0312824,0.0174592,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.02,0.00895903,0.0137336,0.0190545,0.0249615,0.0333985,-0.0051348,0.00460705,0.0139662,0.0237638,0.0331837,0.0183839,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.0225,0.00859765,0.013222,0.0187537,0.024612,0.0331699,-0.00429962,0.00507664,0.0146178,0.0244398,0.0338031,0.018989,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.025,0.00824802,0.0128017,0.0184214,0.0242959,0.0329199,-0.00334619,0.00560565,0.0150005,0.0245222,0.0335549,0.0193306,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.0275,0.00795406,0.0123177,0.0180469,0.0238868,0.0326019,-0.00253704,0.00613731,0.0150042,0.024049,0.032452,0.0194609,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.03,0.00756457,0.0118855,0.0176615,0.0234347,0.0320673,-0.00138787,0.00660445,0.0146673,0.0231773,0.0309826,0.0194262,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.0325,0.00724288,0.0114755,0.0173687,0.0229648,0.0315531,-0.000934937,0.00655717,0.0144036,0.0223541,0.0301157,0.0192657,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.035,0.00688531,0.011004,0.0169651,0.022338,0.0309679,-0.00119552,0.00643269,0.014008,0.021707,0.0299466,0.0190118,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.0375,0.00629858,0.0105756,0.0166202,0.0220237,0.0304421,-0.001833,0.00579569,0.0135132,0.0210811,0.02942,0.0186901,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.04,0.00571476,0.0101445,0.0162139,0.0217702,0.03003,-0.00313138,0.00515708,0.0132499,0.0210148,0.0296914,0.0183212,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.0425,0.00506934,0.00966276,0.0158029,0.0214271,0.0296091,-0.00425388,0.00434362,0.0130714,0.0213233,0.0300569,0.0179209,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.045,0.00470411,0.00932439,0.0153978,0.0210753,0.0291033,-0.00494024,0.00409293,0.0133206,0.0218033,0.031034,0.0175015,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.0475,0.00443768,0.0090088,0.0149412,0.0206573,0.0285998,-0.00511749,0.00419839,0.0134822,0.0225366,0.0319713,0.0170723,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.05,0.0042823,0.00872312,0.0144975,0.0203901,0.0278885,-0.00456942,0.00460881,0.0139882,0.0230575,0.0322649,0.0166401,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.0525,0.00392167,0.00839391,0.013933,0.0199146,0.0272975,-0.00351213,0.00547156,0.0147355,0.0237892,0.0327428,0.0162103,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.055,0.00378171,0.00809442,0.0132749,0.0194949,0.0266375,-0.00217922,0.00627695,0.0156762,0.0247787,0.0337036,0.0157865,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.0575,0.00364224,0.00770634,0.0126721,0.0188637,0.0260536,-0.00129557,0.00724251,0.016733,0.025987,0.0345715,0.0153714,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.06,0.00332344,0.00731738,0.0121601,0.0183913,0.0257277,-0.000344823,0.00847547,0.0178932,0.0270042,0.0359842,0.0149669,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.0625,0.00303781,0.00682499,0.0116999,0.0178725,0.0249736,0.000215267,0.00942486,0.0190457,0.0285766,0.0374425,0.0145742,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.065,0.00288917,0.00630329,0.0111622,0.0174445,0.0246319,0.000992309,0.0102801,0.0201715,0.0301556,0.0390252,0.0141941,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.0675,0.00255743,0.0057569,0.0107242,0.0170867,0.0243225,0.00104514,0.011059,0.0212428,0.031648,0.0414506,0.0138271,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.07,0.00228334,0.00526935,0.0102666,0.0168575,0.0241027,0.000960458,0.0112318,0.0220444,0.033246,0.0434721,0.0134732,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.0725,0.00197376,0.0049456,0.00992291,0.0166702,0.0238684,0.000363693,0.011808,0.0232415,0.0348382,0.0461887,0.0131324,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.075,0.00179611,0.00461512,0.00960698,0.0164366,0.0236301,-0.000290877,0.012155,0.0239325,0.0361372,0.0483618,0.0128046,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.0775,0.00172421,0.00442143,0.00933408,0.0161072,0.0234114,-0.000692568,0.0124095,0.0245549,0.0371405,0.0504559,0.0124894,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.08,0.00167892,0.00422174,0.00901443,0.0159241,0.023117,-0.000763453,0.0126158,0.0249434,0.0376737,0.0512064,0.0121864,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.0825,0.00158723,0.00408405,0.00872934,0.015618,0.0227724,-0.00110105,0.0125229,0.0252181,0.0378708,0.0514054,0.0118953,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.085,0.00148727,0.00392844,0.00846164,0.0152668,0.0222606,-0.00119316,0.0126903,0.025195,0.0378334,0.0515245,0.0116156,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.0875,0.00140601,0.00379929,0.00821104,0.0149348,0.0218753,-0.00126631,0.0126106,0.0249838,0.0376324,0.0510232,0.0113469,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.09,0.0013484,0.00366026,0.00797086,0.0145401,0.0214589,-0.00108062,0.0124534,0.0245305,0.0375167,0.0502769,0.0110886,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.0925,0.00128665,0.00353572,0.00770571,0.0142163,0.0211431,-0.00110283,0.0123981,0.024299,0.0368859,0.0493204,0.0108404,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.095,0.00121358,0.00338112,0.00748705,0.0139905,0.0206221,-0.000954794,0.011793,0.023849,0.0361254,0.0484794,0.0106018,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.0975,0.0011413,0.00327743,0.00729607,0.0135485,0.020296,-0.00151776,0.0112723,0.0231129,0.0350281,0.0469385,0.0103723,profiles/NGC_5053.txt
NGC5053,NGC_5053,0.1,0.0010883,0.00313797,0.00709674,0.0132206,0.0200487,-0.0016459,0.0101249,0.0222983,0.0345473,0.0460727,0.0101515,profiles/NGC_5053.txt
