cluster_id,GC_NAME,dPOS,dRV,dPM,dFeH,RV_Prob,VB_PROB,VHELIO_AVG,VERR,GAIAEDR3_SOURCE_ID,GAIAEDR3_PARALLAX,GAIAEDR3_PMRA,GAIAEDR3_PMDEC,GAIAEDR3_PHOT_G_MEAN_MAG,M_H,M_H_ERR,C_FE,C_FE_ERR,N_FE,N_FE_ERR,O_FE,O_FE_ERR,MG_FE,MG_FE_ERR,AL_FE,AL_FE_ERR,SI_FE,SI_FE_ERR,FE_H,FE_H_ERR
NGC0104,NGC0104,0.09367045970480621,-0.5844368934631348,1.1708557605743408,0.9323098063468933,0.7432243227958679,0.99982,-24.46324348449707,0.03221176937222481,4689641392838717568,0.26932278275489807,4.507889270782471,-2.369248867034912,12.727700233459473,-0.6968799829483032,0.007937507703900337,-0.09587997198104858,0.018228044733405113,0.4160100519657135,0.020972484722733498,0.4172130525112152,0.019643623381853104,0.35282304883003235,0.014941571280360222,0.301241010427475,0.02108265459537506,0.2550506293773651,0.016536211594939232,-0.6970000267028809,0.008852680213749409
NGC0104,NGC0104,0.09404487104188586,0.16373109817504883,0.2584203779697418,-0.6637532711029053,0.7462735772132874,1.0,-15.485227584838867,0.035846270620822906,4689638373492020736,0.21370553970336914,5.115783214569092,-2.652184247970581,13.602999687194824,-0.775439977645874,0.009023698046803474,0.07427603006362915,0.021112801507115364,0.01706826686859131,0.023706940934062004,0.3777730464935303,0.022004907950758934,0.3367230296134949,0.01699751988053322,0.3036210238933563,0.02431507222354412,0.27189064025878906,0.018879355862736702,-0.7834200263023376,0.010034352540969849
NGC0104,NGC0104,0.09066673646988431,0.31819891929626465,0.6896387934684753,0.38901811838150024,0.7157198190689087,1.0,-13.631613731384277,0.04689222201704979,4689638442211457920,0.18523353338241577,5.209638595581055,-3.0006675720214844,13.920700073242188,-0.7173600196838379,0.011555666103959084,0.03205299377441406,0.030521955341100693,0.8370400071144104,0.032695528119802475,0.2836129665374756,0.034750327467918396,0.3394329845905304,0.021818600594997406,0.3652909994125366,0.03524962440133095,0.25856056809425354,0.025768421590328217,-0.718970000743866,0.012922738678753376
NGC0104,NGC0104,0.1311149247315912,-0.028364816680550575,1.019077181816101,0.7103216648101807,0.7678822875022888,0.99998,-17.79037857055664,0.034042805433273315,4689624973191303424,0.20261619985103607,5.067549705505371,-3.192159414291382,13.553000450134277,-0.7025499939918518,0.009054386988282204,0.023338019847869873,0.019919294863939285,0.05369901657104492,0.022562753409147263,0.3625729978084564,0.02065369486808777,0.3684229850769043,0.01670227386057377,0.2512109875679016,0.02493372932076454,0.27979058027267456,0.018746312707662582,-0.6992999911308289,0.010210339911282063
NGC0104,NGC0104,0.0877006405052343,0.04565111920237541,1.0527549982070923,-1.4285433292388916,0.7615237832069397,0.9999899999999999,-16.90218734741211,0.023056762292981148,4689638373492005888,0.22223450243473053,4.818950653076172,-3.0871832370758057,11.562299728393555,-0.8088700175285339,0.008921176195144653,0.02049940824508667,0.015153137035667896,0.7735400199890137,0.017393218353390694,0.3451730012893677,0.013245311565697193,0.32214295864105225,0.015575838275253773,0.21747100353240967,0.022470949217677116,0.2070605754852295,0.016626281663775444,-0.83024001121521,0.010267888195812702
NGC0104,NGC0104,0.08617362695749661,0.5297486186027527,0.7307755947113037,1.2449558973312378,0.6507088541984558,1.0,-11.093017578125,0.058132290840148926,4689641775105775488,0.1889425814151764,5.574341297149658,-2.9040944576263428,14.135499954223633,-0.6606600284576416,0.011655665002763271,-0.22336000204086304,0.035152092576026917,1.143009901046753,0.03710225597023964,0.17205297946929932,0.04495861381292343,0.31323298811912537,0.02253156341612339,0.45680299401283264,0.03713172674179077,0.20269057154655457,0.027344996109604836,-0.6665700078010559,0.012937122955918312
NGC0104,NGC0104,0.14848296594950472,0.44850262999534607,0.4371715188026428,0.09482996165752411,0.6791527271270752,0.9999899999999999,-12.06796932220459,0.029058154672384262,4689835048620477568,0.20384766161441803,5.4742326736450195,-2.3722143173217773,13.170900344848633,-0.7476400136947632,0.008299553766846657,0.05930298566818237,0.017188385128974915,0.09943997859954834,0.01976751908659935,0.3556629717350006,0.01694278046488762,0.3520429730415344,0.015253623016178608,0.2706509828567505,0.021595755591988564,0.2553505599498749,0.01664535515010357,-0.7485399842262268,0.009340168908238411
NGC0104,NGC0104,0.09032532278736614,-0.5621457099914551,1.2544469833374023,-0.6632625460624695,0.7468162775039673,0.9998799999999999,-24.195749282836914,0.06332020461559296,4689638132973884160,0.1911439597606659,4.494892120361328,-2.23464035987854,13.234399795532227,-0.7914100289344788,0.013419299386441708,0.04006993770599365,0.031383685767650604,0.06724494695663452,0.033243563026189804,0.396312952041626,0.03161267191171646,0.3806929290294647,0.024513082578778267,0.3352309763431549,0.04109558090567589,0.2478005290031433,0.02876698039472103,-0.7950999736785889,0.015210365876555443
NGC0104,NGC0104,0.08559757986943739,0.7345452904701233,0.5457965731620789,0.6335485577583313,0.5581046342849731,1.0,-8.635457038879395,0.04060389846563339,4689638407851742464,0.18237246572971344,5.164940357208252,-2.897871732711792,13.590399742126465,-0.7140399813652039,0.010017428547143936,-0.08111000061035156,0.02570476569235325,0.9346700310707092,0.028230180963873863,0.19373303651809692,0.029059363529086113,0.2825530171394348,0.019007615745067596,0.3606709837913513,0.029038075357675552,0.23061060905456543,0.021925630047917366,-0.7189300060272217,0.011156704276800156
NGC0104,NGC0104,0.12038011631107919,-0.1589013785123825,0.1915070116519928,-1.8280901908874512,0.7735214233398438,1.0,-19.3568172454834,0.07245839387178421,4689831750085677312,0.19991232454776764,5.146422863006592,-2.6196019649505615,13.899999618530273,-0.845770001411438,0.011584288440644741,0.08854299783706665,0.04603852331638336,0.26632004976272583,0.0464458093047142,0.6056429743766785,0.06400908529758453,0.33367305994033813,0.024191951379179955,0.2031610608100891,0.03538960963487625,0.2512206435203552,0.028843285515904427,-0.8668100237846375,0.012293325737118721
