cluster_id,GC_name,RA_cen,DEC_cen,R_t,Fe_H_med,Fe_H_sig,RV_med,RV_sig,PM_RA,PM_DEC,PM_sig,dist,dist_err,rad_vel,rad_vel_err,Rgc,Rgc_err,mass,mass_err,Nstars
TER9,Ter9,270.41167,-26.83972,0.29499998688697815,-1.3609999418258667,0.05400000140070915,68.48999786376953,7.800000190734863,-2.128000020980835,-7.763700008392334,0.6100000143051147,5770.39990234375,344.29998779296875,68.48999786376953,0.5600000023841858,2.4600000381469727,0.3199999928474426,120000.0,14100.0,23
DJORG_2,Djorg_2,270.45438,-27.82582,0.07900000363588333,-1.0740000009536743,0.06800000369548798,-149.75,4.300000190734863,0.6700000166893005,-2.986299991607666,0.6700000166893005,8763.599609375,176.1999969482422,-149.75,1.100000023841858,0.800000011920929,0.12999999523162842,125000.0,3460.0,10
NGC6517,NGC6517,270.46075,-8.95878,0.27000001072883606,-1.5820000171661377,0.0,-35.060001373291016,9.899999618530273,-1.552299976348877,-4.470699787139893,0.49000000953674316,9227.400390625,558.2999877929688,-35.060001373291016,1.649999976158142,3.240000009536743,0.25999999046325684,195000.0,27900.0,1
TER10,Ter10,270.74083,-26.06694,0.19099999964237213,-1.6239999532699585,0.10000000149011612,211.3699951171875,8.800000190734863,-6.818699836730957,-2.5845000743865967,0.8600000143051147,10211.7001953125,403.70001220703125,211.3699951171875,2.2699999809265137,2.1700000762939453,0.3700000047683716,302000.0,55500.0,2
NGC6522,NGC6522,270.89198,-30.03397,0.1809999942779541,-1.218000054359436,0.11400000005960464,-15.229999542236328,8.300000190734863,2.561500072479248,-6.435100078582764,0.5299999713897705,7295.2001953125,208.1999969482422,-15.229999542236328,0.49000000953674316,1.0399999618530273,0.17000000178813934,205000.0,12900.0,15
NGC6528,NGC6528,271.2067,-30.05578,0.06700000166893005,-0.15600000321865082,0.009999999776482582,211.86000061035156,5.199999809265137,-2.1586999893188477,-5.650899887084961,0.6100000143051147,7828.89990234375,235.60000610351562,211.86000061035156,0.4300000071525574,0.699999988079071,0.10000000149011612,73200.0,7860.0,4
NGC6539,NGC6539,271.20728,-7.58586,0.31700000166893005,-0.7400000095367432,0.0,35.189998626708984,5.900000095367432,-6.896100044250488,-3.5371999740600586,0.2800000011920929,8164.5,387.29998779296875,35.189998626708984,0.5,3.0899999141693115,0.07000000029802322,205000.0,17000.0,1
NGC6540,NGC6540,271.53566,-27.76529,0.16500000655651093,-1.0210000276565552,0.03700000047683716,-16.5,2.5,-3.7009999752044678,-2.7950000762939453,0.550000011920929,5909.5,272.1000061035156,-16.5,0.7799999713897705,2.3399999141693115,0.25,34500.0,12400.0,6
NGC6544,NGC6544,271.83383,-24.99822,1.0779999494552612,-1.5180000066757202,0.09099999815225601,-38.459999084472656,7.400000095367432,-2.3032000064849854,-18.604000091552734,0.5099999904632568,2582.300048828125,58.20000076293945,-38.459999084472656,0.6700000166893005,5.619999885559082,0.05999999865889549,90700.0,5460.0,27
NGC6553,NGC6553,272.31532,-25.90775,0.49399998784065247,-0.1899999976158142,0.026000000536441803,-0.27000001072883606,7.599999904632568,0.34709998965263367,-0.45410001277923584,0.49000000953674316,5332.10009765625,126.19999694824219,-0.27000001072883606,0.3400000035762787,2.8299999237060547,0.12999999523162842,260000.0,14400.0,17
NGC6558,NGC6558,272.57397,-31.76451,0.0729999989271164,-0.9940000176429749,0.20900000631809235,-195.1199951171875,4.099999904632568,-1.7206000089645386,-4.144899845123291,0.5899999737739563,7474.10009765625,287.6000061035156,-195.1199951171875,0.7300000190734863,1.0800000429153442,0.17000000178813934,26400.0,816.0,6
TER12,Ter12,273.06583,-22.74194,0.31200000643730164,-0.5630000233650208,0.15000000596046448,95.61000061035156,4.300000190734863,-6.221399784088135,-3.0515999794006348,0.6000000238418579,5165.7998046875,384.3999938964844,95.61000061035156,1.2100000381469727,3.1700000762939453,0.3400000035762787,58400.0,13100.0,6
NGC6569,NGC6569,273.41167,-31.82689,0.22599999606609344,-0.9229999780654907,0.17000000178813934,-49.83000183105469,7.300000190734863,-4.12470006942749,-7.353499889373779,0.5799999833106995,10533.7998046875,258.3999938964844,-49.83000183105469,0.5,2.5899999141693115,0.23000000417232513,236000.0,21500.0,14
NGC6642,NGC6642,277.97596,-23.4756,0.10999999940395355,-1.0850000381469727,0.0430000014603138,-60.61000061035156,4.800000190734863,-0.17229999601840973,-3.891700029373169,0.4300000071525574,8048.89990234375,201.0,-60.61000061035156,1.350000023841858,1.659999966621399,0.009999999776482582,34600.0,1110.0,12
NGC6656,NGC6656,279.09976,-23.90475,1.3079999685287476,-1.7039999961853027,0.10400000214576721,-148.72000122070312,8.899999618530273,9.850700378417969,-5.617599964141846,0.9399999976158142,3303.300048828125,36.599998474121094,-148.72000122070312,0.7799999713897705,5.0,0.029999999329447746,444000.0,4700.0,412
NGC6715,NGC6715,283.76385,-30.47986,0.6179999709129333,-0.621999979019165,0.35499998927116394,143.1300048828125,19.200000762939453,-2.6791000366210938,-1.3868999481201172,0.28999999165534973,26283.30078125,326.70001220703125,143.1300048828125,0.4300000071525574,18.510000228881836,0.3199999928474426,1780000.0,29900.0,1809
NGC6717,NGC6717,283.77518,-22.70147,0.1509999930858612,-1.1169999837875366,0.04500000178813934,30.25,3.299999952316284,-3.125200033187866,-5.0081000328063965,0.25999999046325684,7523.7998046875,132.10000610351562,30.25,0.8999999761581421,2.380000114440918,0.019999999552965164,35800.0,8300.0,5
NGC6723,NGC6723,284.88812,-36.63225,0.257999986410141,-1.0190000534057617,0.04899999871850014,-94.38999938964844,5.5,1.029099941253662,-2.4184000492095947,0.28999999165534973,8266.7998046875,99.30000305175781,-94.38999938964844,0.25999999046325684,2.4700000286102295,0.019999999552965164,173000.0,10500.0,9
NGC6752,NGC6752,287.7171,-59.98455,0.9129999876022339,-1.4730000495910645,0.1509999930858612,-26.010000228881836,7.699999809265137,-3.161400079727173,-4.027599811553955,0.4000000059604645,4124.7998046875,40.599998474121094,-26.010000228881836,0.11999999731779099,5.300000190734863,0.019999999552965164,256000.0,3510.0,152
NGC6760,NGC6760,287.80027,1.03047,0.4880000054836273,-0.7490000128746033,0.0430000014603138,-2.369999885559082,6.800000190734863,-1.1059000492095947,-3.615600109100342,0.6299999952316284,8411.400390625,429.20001220703125,-2.369999885559082,1.2699999809265137,5.170000076293945,0.14000000059604645,269000.0,24600.0,11
PAL10,Pal10,289.50693,18.57899,0.4309999942779541,0.017999999225139618,0.020999999716877937,-31.700000762939453,4.599999904632568,-4.322000026702881,-7.172999858856201,0.5899999737739563,8944.2001953125,1181.5999755859375,-31.700000762939453,0.23000000417232513,7.599999904632568,0.5899999737739563,162000.0,27400.0,3
NGC6809,NGC6809,294.99878,-30.96475,0.5490000247955322,-1.7619999647140503,0.07699999958276749,174.6999969482422,4.900000095367432,-3.4316000938415527,-9.311300277709961,0.25,5348.10009765625,51.5,174.6999969482422,0.17000000178813934,4.010000228881836,0.029999999329447746,189000.0,8050.0,98
NGC6838,NGC6838,298.44373,18.77919,0.6190000176429749,-0.7459999918937683,0.0949999988079071,-22.719999313354492,2.700000047683716,-3.415800094604492,-2.6545000076293945,0.5400000214576721,4000.60009765625,49.79999923706055,-22.719999313354492,0.20000000298023224,6.860000133514404,0.009999999776482582,44500.0,2220.0,129
NGC7078,NGC7078,322.49304,12.167,0.7570000290870667,-2.2899999618530273,0.09099999815225601,-106.83999633789062,13.0,-0.6589999794960022,-3.8018999099731445,0.30000001192092896,10708.599609375,95.19999694824219,-106.83999633789062,0.30000001192092896,10.760000228881836,0.07000000029802322,634000.0,6560.0,155
NGC7089,NGC7089,323.36258,-0.82325,0.5479999780654907,-1.4730000495910645,0.05900000035762787,-3.7799999713897705,11.0,3.4347000122070312,-2.159600019454956,0.3100000023841858,11692.7001953125,114.19999694824219,-3.7799999713897705,0.30000001192092896,10.539999961853027,0.07999999821186066,627000.0,11100.0,36
