cluster_id,hacks_bin,hacks_n_stars,radius_arcsec,hst_sigma_pm_masyr,hst_sigma_pm_err_masyr,gaia_sigma_pm_masyr,gaia_sigma_pm_err_masyr,sigma_diff_masyr,delta_frac,z_raw,z_corrected,hst_sigma_radial_masyr,hst_sigma_radial_err_masyr,hst_sigma_tangential_masyr,hst_sigma_tangential_err_masyr,hst_beta_pm,median_gaia_density_arcmin2,n_apogee_rows
NGC0104,14,386,62.9727,0.55,0.014,0.514670265939272,0.0260055733728042,-0.0353297340607284,-0.0642358801104152,-1.19621697147557,-1.17341055857185,0.55,0.02,0.552,0.02,-0.007285950413223,98.93,302
NGC0104,15,386,66.9185,0.555,0.014,0.512914943946118,0.0256351286365665,-0.042085056053882,-0.0758289298268144,-1.44082990192786,-1.41353330536568,0.594,0.022,0.513,0.019,0.254132231404959,98.93,302
NGC0104,16,386,70.6169,0.548,0.014,0.511361226975316,0.0253072308060366,-0.0366387730246835,-0.0668590748625612,-1.26683306136126,-1.24297177754237,0.574,0.021,0.521,0.019,0.176143330621957,98.93,302
NGC0104,17,386,74.9096,0.543,0.014,0.509167247166476,0.0248596743171467,-0.0338327528335238,-0.0623070954576866,-1.18583489137616,-1.16368252927169,0.552,0.02,0.533,0.02,0.0676558233564377,98.93,302
NGC0104,18,386,79.1244,0.532,0.013,0.506909812189866,0.0244046291598165,-0.0250901878101345,-0.047162007161907,-0.907383260028042,-0.890004227811538,0.516,0.019,0.542,0.02,-0.103314103719728,98.93,302
NGC0104,19,385,83.7639,0.538,0.014,0.504559934704979,0.0239309497932365,-0.0334400652950206,-0.0621562551952056,-1.20612244656796,-1.18400081386048,0.556,0.02,0.523,0.019,0.115182314579991,98.93,302
NGC0104,20,385,88.941,0.522,0.013,0.502086739033451,0.0234324124155848,-0.0199132609665489,-0.0381480095144615,-0.743115960780586,-0.729137362895088,0.551,0.02,0.493,0.018,0.199445983379502,98.93,302
NGC0104,21,385,94.497,0.531,0.014,0.499587819715111,0.0229286897630385,-0.0314121802848887,-0.0591566483707885,-1.1692631494192,-1.14828239923508,0.556,0.02,0.506,0.018,0.171769059572486,98.93,302
NGC0104,22,385,100.0003,0.512,0.013,0.496825571803203,0.0223575047817956,-0.0151744281967968,-0.0296375550718688,-0.586739552791743,-0.575945647123614,0.527,0.019,0.496,0.018,0.114186851211073,98.93,302
NGC0104,23,385,106.3089,0.499,0.013,0.493661522172277,0.0216981564270276,-0.005338477827723,-0.0106983523601664,-0.211053196472814,-0.207228561522218,0.528,0.019,0.469,0.017,0.210998479109275,98.93,302
NGC0104,24,385,113.4684,0.489,0.013,0.490290613154081,0.0209957011641596,0.0012906131540813,0.0026392907036427,0.0522631335229935,0.0513323139012959,0.519,0.019,0.458,0.017,0.221253262350526,98.93,302
NGC0104,25,385,121.5825,0.486,0.012,0.486571871592292,0.0202266394868337,0.0005718715922916,0.0011766905191186,0.0243158828186121,0.0238730259461394,0.498,0.018,0.474,0.017,0.0940629989838874,98.93,302
NGC0104,26,385,130.1041,0.482,0.012,0.482310941943631,0.0193691032443234,0.0003109419436314,0.0006451077668702,0.0136467046808964,0.0134037315757957,0.488,0.018,0.479,0.018,0.0365451155603334,98.93,302
NGC0104,27,385,140.6284,0.475,0.012,0.477418237218152,0.0183844186867365,0.0024182372181517,0.0050910257224246,0.110149189518867,0.108244598051661,0.488,0.018,0.463,0.017,0.0998345538833645,98.93,302
NGC0104,28,385,158.5868,0.46,0.012,0.468764798001064,0.0166833441388835,0.0087647980010644,0.0190539086979662,0.426494959881805,0.419553439552298,0.465,0.018,0.458,0.017,0.0298809110879872,98.93,302
NGC0288,1,42,13.8853,0.074,0.007,0.0693781802030892,0.0070876847132333,-0.0046218197969108,-0.0624570242825788,-0.463959391964816,-0.463959391964816,0.074,0.009,0.074,0.009,0.0,142.1,43
NGC0288,2,112,31.9959,0.068,0.004,0.0679667265529727,0.0064432719774514,-3.32734470272766e-05,-0.0004893153974599,-0.0043873712684878,-0.0043873712684878,0.071,0.005,0.064,0.005,0.187462804999008,142.1,43
NGC0288,3,111,48.8954,0.068,0.004,0.0665770621216516,0.0060184187927291,-0.0014229378783484,-0.0209255570345354,-0.196907306535957,-0.196907306535957,0.068,0.005,0.068,0.005,0.0,142.1,43
NGC0288,4,111,67.0405,0.063,0.004,0.0651500902433116,0.0056174352773309,0.0021500902433116,0.0341284165605023,0.311785526777471,0.311785526777471,0.066,0.005,0.061,0.005,0.145775941230487,142.1,43
NGC0288,5,111,80.8034,0.068,0.004,0.0642009540580556,0.0054424200791225,-0.0037990459419444,-0.0558683226756535,-0.56246720818545,-0.56246720818545,0.063,0.005,0.068,0.005,-0.165028974552784,142.1,43
NGC0362,2,178,12.309,0.195,0.007,0.192572613044307,0.0344725380725407,-0.0024273869556931,-0.0124481382343239,-0.0690067700798508,-0.0690067700798508,0.2,0.011,0.192,0.01,0.0784000000000001,151.3,70
NGC0362,3,178,16.1014,0.184,0.007,0.19119522931325,0.0331525604088143,0.0071952293132502,0.0391045071372298,0.212351945724111,0.212351945724111,0.173,0.009,0.198,0.011,-0.309900096895987,151.3,70
NGC0362,4,178,19.5568,0.185,0.007,0.189978760914317,0.0319706153542738,0.0049787609143174,0.0269122211584729,0.152125548560284,0.152125548560284,0.189,0.01,0.182,0.01,0.0727023319615913,151.3,70
NGC0362,5,178,22.6414,0.188,0.007,0.188901161146371,0.0309364401838747,0.0009011611463714,0.0047934103530395,0.0284112144808624,0.0284112144808624,0.19,0.01,0.187,0.01,0.0313296398891967,151.3,70
NGC0362,6,178,25.8596,0.188,0.007,0.187614561826387,0.0297226018667257,-0.0003854381736133,-0.0020502030511346,-0.0126225149200871,-0.0126225149200871,0.195,0.011,0.182,0.01,0.128888888888889,151.3,70
NGC0362,7,178,29.0667,0.192,0.007,0.186455343827804,0.028639053254735,-0.0055446561721961,-0.0288784175635214,-0.188068438181282,-0.188068438181282,0.189,0.01,0.197,0.01,-0.0864477478234091,151.3,70
NGC0362,8,178,32.3391,0.174,0.007,0.185105203304217,0.0274823021935388,0.0111052033042172,0.0638230074955012,0.391582889595743,0.391582889595743,0.167,0.009,0.18,0.01,-0.161748359568288,151.3,70
NGC0362,9,178,35.6755,0.179,0.007,0.183862592787703,0.0264176789128357,0.0048625927877032,0.0271653228363309,0.177925619365097,0.177925619365097,0.182,0.01,0.171,0.009,0.117226180412993,151.3,70
NGC0362,10,178,39.0979,0.174,0.007,0.18244356824919,0.0252808445205281,0.0084435682491897,0.0485262543056885,0.321879694729961,0.321879694729961,0.177,0.01,0.172,0.009,0.0556991924415079,151.3,70
NGC0362,11,177,43.1205,0.178,0.007,0.180896106402961,0.0240486760112438,0.0028961064029613,0.016270260690794,0.115628111661383,0.115628111661383,0.167,0.009,0.184,0.01,-0.21395532288716,151.3,70
NGC0362,12,177,47.1062,0.181,0.007,0.179228381621858,0.0227434692401307,-0.0017716183781421,-0.0097879468405645,-0.0744492224694295,-0.0744492224694295,0.188,0.01,0.175,0.01,0.133516296966954,151.3,70
NGC0362,13,177,51.8703,0.167,0.006,0.177310074068792,0.0212999678838449,0.0103100740687921,0.0617369704718091,0.465909723606687,0.465909723606687,0.164,0.009,0.17,0.009,-0.0745092207019631,151.3,70
NGC0362,14,177,56.6183,0.166,0.006,0.175363960063827,0.0199520527236823,0.0093639600638274,0.056409397974864,0.449440763454022,0.449440763454022,0.163,0.009,0.169,0.009,-0.0749745944521811,151.3,70
NGC0362,15,177,61.9446,0.161,0.006,0.173084148330538,0.018332641350477,0.0120841483305383,0.075056821928809,0.626461714973739,0.626461714973739,0.167,0.009,0.158,0.008,0.104880060238804,151.3,70
NGC0362,16,177,66.9422,0.157,0.006,0.170872955442741,0.0169265500260753,0.0138729554427414,0.0883627735206462,0.772500342944787,0.772500342944787,0.148,0.008,0.168,0.009,-0.288531775018262,151.3,70
NGC0362,17,177,72.8894,0.16,0.006,0.168126699755277,0.0154520294462218,0.0081266997552766,0.0507918734704793,0.490267766008978,0.490267766008978,0.155,0.009,0.164,0.009,-0.119500520291363,151.3,70
NGC0362,18,177,79.0759,0.167,0.007,0.165284706563582,0.0140853085098251,-0.0017152934364175,-0.010271218182141,-0.109054141423293,-0.109054141423293,0.166,0.009,0.165,0.009,0.012011903033822,151.3,70
NGC0362,19,177,90.796,0.144,0.006,0.159787054310468,0.0121434128613787,0.0157870543104678,0.109632321600471,1.1655407925199,1.1655407925199,0.142,0.008,0.145,0.008,-0.0426998611386631,151.3,70
NGC1261,2,131,7.8312,0.073,0.003,0.0838847885305334,0.0138431638124532,0.0108847885305334,0.149106692199088,0.76845530477596,0.41658318138664,0.065,0.004,0.08,0.005,-0.514792899408284,217.35,0
NGC1261,3,147,12.0745,0.071,0.003,0.0831359355760545,0.0131814278841359,0.0121359355760545,0.170928670085274,0.897727482685242,0.487453807445521,0.07,0.004,0.072,0.005,-0.0579591836734692,217.35,0
NGC1261,4,147,15.8514,0.071,0.003,0.0824428208856713,0.0125759090363782,0.0114428208856713,0.161166491347483,0.885065430562239,0.481399532748625,0.07,0.004,0.07,0.004,0.0,217.35,0
NGC1261,5,147,18.6315,0.062,0.003,0.0819816433336156,0.0121752466103746,0.0199816433336156,0.322284569897026,1.59350833364253,0.867828907735717,0.061,0.004,0.064,0.004,-0.100779360386993,217.35,0
NGC1261,6,161,21.8509,0.063,0.003,0.081346267225966,0.0116304841776518,0.018346267225966,0.291210590888349,1.5274340411669,0.833445987886312,0.062,0.004,0.065,0.004,-0.0991155046826224,217.35,0
NGC1261,7,161,24.736,0.067,0.003,0.0808215999562647,0.0112052953302963,0.0138215999562647,0.206292536660667,1.19152324376928,0.65125471569648,0.068,0.004,0.066,0.004,0.0579584775086505,217.35,0
NGC1261,8,161,27.5568,0.066,0.003,0.0802828195658297,0.0108314931443877,0.0142828195658297,0.216406357058025,1.27079574878038,0.695724116174471,0.066,0.004,0.066,0.004,0.0,217.35,0
NGC1261,9,161,30.9621,0.063,0.003,0.0796333143649029,0.0104282257706935,0.0166333143649029,0.264020862934966,1.53285905561524,0.84084228391305,0.06,0.004,0.066,0.004,-0.21,217.35,0
NGC1261,10,160,34.5378,0.062,0.003,0.0788519484232249,0.010050071030143,0.0168519484232249,0.271805619729434,1.60674155247136,0.88317057848241,0.058,0.004,0.065,0.004,-0.255945303210464,217.35,0
NGC1261,11,160,38.1547,0.064,0.003,0.0781418681834795,0.0096868687031757,0.0141418681834795,0.220966690366867,1.39455424067549,0.768205303253045,0.065,0.004,0.062,0.004,0.0901775147928996,217.35,0
NGC1261,12,160,42.0203,0.063,0.003,0.0774540157103883,0.0093222498284196,0.0144540157103883,0.229428820799815,1.47594232748944,0.81500873735436,0.065,0.004,0.061,0.004,0.119289940828402,217.35,0
NGC1261,13,160,46.5004,0.058,0.003,0.0764871863898252,0.0089742276912915,0.0184871863898252,0.318744592928021,1.95375510582531,1.08162693959418,0.057,0.003,0.06,0.004,-0.10803324099723,217.35,0
NGC1261,14,160,50.73,0.056,0.002,0.0754274458379271,0.0085567285053369,0.0194274458379271,0.34691867567727,2.21084120190924,1.20159533787282,0.052,0.003,0.061,0.004,-0.376109467455621,217.35,0
NGC1261,15,160,56.4076,0.053,0.002,0.0739568540032536,0.0080406066726164,0.0209568540032536,0.395412339684031,2.52930690136728,1.37799528889516,0.055,0.003,0.052,0.003,0.106115702479339,217.35,0
NGC1261,16,160,62.0254,0.054,0.002,0.0725560712289475,0.0076626560879233,0.0185560712289475,0.343630948684213,2.34312696674914,1.27919835756656,0.054,0.003,0.054,0.003,0.0,217.35,0
NGC1261,17,160,68.3646,0.056,0.002,0.070972886334424,0.0072674059800476,0.014972886334424,0.267372970257571,1.98643014503266,1.08716781660519,0.056,0.003,0.057,0.003,-0.0360331632653061,217.35,0
NGC1261,18,160,75.6814,0.053,0.002,0.0689131625883024,0.0068603050127048,0.0159131625883024,0.300248350722687,2.22689632833436,1.22243188472954,0.055,0.003,0.053,0.003,0.0714049586776859,217.35,0
NGC1261,19,160,85.0808,0.052,0.002,0.0657883944169016,0.0062983442368736,0.0137883944169016,0.265161431094262,2.08653838044774,1.15118607780358,0.054,0.003,0.049,0.003,0.176611796982167,217.35,0
NGC1261,20,160,99.6557,0.046,0.002,0.060617434691382,0.0053797556228204,0.014617434691382,0.31777031937787,2.54681672452441,1.42145866319109,0.047,0.003,0.044,0.003,0.123585332729742,217.35,0
NGC1851,3,216,12.3398,0.159,0.006,0.17000366514483,0.0274838740208582,0.0110036651448299,0.0692054411624523,0.391155466847287,0.298144862237029,0.142,0.007,0.176,0.009,-0.53620313429875,189.7,71
NGC1851,4,215,15.7316,0.151,0.005,0.167638126270606,0.0264223244371945,0.0166381262706064,0.110186266692758,0.618719003275635,0.470471078570146,0.149,0.008,0.153,0.008,-0.054411963425071,189.7,71
NGC1851,5,215,18.4134,0.152,0.005,0.165949105783938,0.0256629455668622,0.0139491057839378,0.0917704327890642,0.533518571643825,0.405862452125055,0.155,0.008,0.15,0.007,0.0634755463059314,189.7,71
NGC1851,6,248,21.5404,0.15,0.005,0.163345648370349,0.0244848133895836,0.0133456483703488,0.0889709891356588,0.534036990887835,0.406564497301137,0.149,0.007,0.152,0.007,-0.0406738435205622,189.7,71
NGC1851,7,248,24.7186,0.142,0.005,0.161061305494016,0.0234510888383396,0.0190613054940159,0.134234545732506,0.794943486464044,0.605651392677299,0.144,0.007,0.14,0.007,0.0547839506172837,189.7,71
NGC1851,8,248,28.2263,0.137,0.004,0.158580529730989,0.0223488944130962,0.0215805297309893,0.157522114824739,0.950515286041734,0.722210414462501,0.134,0.006,0.138,0.007,-0.0605925595901091,189.7,71
NGC1851,9,248,31.5334,0.133,0.005,0.156047572300284,0.0212536031050643,0.0230475723002839,0.173290017295368,1.05559052558692,0.805818150902639,0.128,0.006,0.137,0.006,-0.14556884765625,189.7,71
NGC1851,10,248,34.865,0.127,0.004,0.153751396480545,0.0202606999529681,0.0267513964805454,0.210640917169649,1.29535556704585,0.985616374943984,0.137,0.006,0.118,0.006,0.258138419734669,189.7,71
NGC1851,11,248,38.3458,0.136,0.005,0.151248929607531,0.019234783686444,0.0152489296075309,0.112124482408315,0.767279348585478,0.587131362881998,0.141,0.007,0.131,0.006,0.136814043559177,189.7,71
NGC1851,12,248,41.8581,0.126,0.004,0.148791473436825,0.0182501516551256,0.0227914734368253,0.180884709816074,1.21988070402093,0.929882765720235,0.13,0.006,0.124,0.006,0.0901775147928996,189.7,71
NGC1851,13,248,46.0849,0.126,0.004,0.14596050723015,0.0171247131203225,0.0199605072301497,0.158416724048808,1.13504386833489,0.866336879497244,0.132,0.006,0.119,0.006,0.187270431588614,189.7,71
NGC1851,14,248,50.1188,0.119,0.004,0.143137423116857,0.0160247504482046,0.0241374231168566,0.202835488376946,1.46141846206069,1.11714822838,0.127,0.006,0.11,0.005,0.249798499596999,189.7,71
NGC1851,15,248,54.4468,0.114,0.004,0.140306418350104,0.0149155289115824,0.0263064183501037,0.230758055702664,1.70349989974578,1.30463541169166,0.115,0.006,0.111,0.005,0.0683553875236295,189.7,71
NGC1851,16,247,59.5479,0.12,0.004,0.136811301577424,0.0134866326844539,0.016811301577424,0.140094179811867,1.1950614176495,0.918048374003217,0.129,0.006,0.112,0.005,0.246199146685896,189.7,71
NGC1851,17,247,66.3774,0.113,0.004,0.132380087050106,0.011737480235396,0.0193800870501058,0.171505195133679,1.56286734152507,1.20685626108883,0.111,0.005,0.117,0.006,-0.111029948867787,189.7,71
NGC1851,18,247,73.0078,0.109,0.004,0.128243289857562,0.0102169739463528,0.0192432898575622,0.17654394364736,1.75384143128337,1.36321790817623,0.106,0.005,0.113,0.005,-0.136436454254183,189.7,71
NGC1851,19,247,81.3272,0.106,0.004,0.123086675555008,0.0086878330611926,0.017086675555008,0.161195052405736,1.78648013046971,1.4020936766433,0.107,0.005,0.106,0.005,0.0186042449122193,189.7,71
NGC1851,20,247,89.8988,0.101,0.004,0.11783397656081,0.0072793146454028,0.0168339765608101,0.166673035255545,2.02674268131311,1.61219696032365,0.104,0.005,0.099,0.005,0.0938424556213017,189.7,71
NGC2298,1,48,6.0082,0.085,0.007,0.066596853763083,0.009249216352844,-0.018403146236917,-0.216507602787259,-1.58654885078201,-1.21647361364367,0.078,0.009,0.092,0.011,-0.391190006574622,126.75,12
NGC2298,2,59,14.3929,0.077,0.006,0.0652999721869629,0.0082494320116966,-0.0117000278130371,-0.151948413156326,-1.14698918490751,-0.874301627146528,0.063,0.007,0.091,0.009,-1.08641975308642,126.75,12
NGC2298,3,51,25.6299,0.075,0.006,0.0631697892415083,0.0072196513294045,-0.0118302107584917,-0.157736143446556,-1.26022167463252,-0.980454942330661,0.067,0.007,0.086,0.009,-0.647582980619291,126.75,12
